title,author,level,rating_band,skill,book_theme,chapter,chapter_theme,what_this_chapter_teaches,what_weakness_it_solves,folder_path,relative_path,file_path
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Habits and identity,Building consistent training habits and a sustainable long-term improvement process.,Building consistent training habits and a sustainable long-term improvement process.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Plateaus,Building consistent training habits and a sustainable long-term improvement process.,Building consistent training habits and a sustainable long-term improvement process.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Deliberate practice and chess study,Building consistent training habits and a sustainable long-term improvement process.,Building consistent training habits and a sustainable long-term improvement process.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Over-the-board tournament routines,"Building pre-game, in-game, and post-game routines that support steadier practical performance.","Building pre-game, in-game, and post-game routines that support steadier practical performance.","Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Playing against children,Adjusting expectations and practical decisions against underrated and tactically alert juniors.,Adjusting expectations and practical decisions against underrated and tactically alert juniors.,General strategic confusion and inconsistent practical decision-making.,C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.","Rest, fitness and mindfulness",Building consistent training habits and a sustainable long-term improvement process.,Building consistent training habits and a sustainable long-term improvement process.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Chess books,Using training tools more effectively instead of studying randomly or passively.,Using training tools more effectively instead of studying randomly or passively.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",How to use the chess sites,Using training tools more effectively instead of studying randomly or passively.,Using training tools more effectively instead of studying randomly or passively.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Chessbase and Lichess studies,Using training tools more effectively instead of studying randomly or passively.,Using training tools more effectively instead of studying randomly or passively.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Extracting lessons from Stockfish and Leela,Using engine feedback to learn ideas rather than passively copying lines.,Using engine feedback to learn ideas rather than passively copying lines.,General strategic confusion and inconsistent practical decision-making.,C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Optimizing Chessable,Using training tools more effectively instead of studying randomly or passively.,Using training tools more effectively instead of studying randomly or passively.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Chess YouTube,Using training tools more effectively instead of studying randomly or passively.,Using training tools more effectively instead of studying randomly or passively.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Quantity vs quality,Balancing volume of study with depth so training remains both efficient and sustainable.,Balancing volume of study with depth so training remains both efficient and sustainable.,General strategic confusion and inconsistent practical decision-making.,C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Parting advice and reminders,Collecting the practical reminders that keep improvement grounded in good habits.,Collecting the practical reminders that keep improvement grounded in good habits.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Perpetual Chess Improvement,Ben Johnson,All Ratings,All Ratings,Training and Improvement Process,"A practical guide to improvement habits, study structure, and the tools serious amateurs can use well.",Games,Using illustrative games as models for training themes and practical decision-making.,Using illustrative games as models for training themes and practical decision-making.,"Missed attacking chances, weak king-safety awareness, and slow conversion of forcing positions.",C:\Chess books\New books\Books,New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf,C:\Chess books\New books\Books\Johnson - Perpetual Chess Improvement (2023).pdf
Build Up Your Chess 2 - Beyond the Basics,Artur Yusupov,1400-1799,1400-1799,Structured Chess Training,"A step-by-step training course mixing tactics, strategy, endgames, calculation, and opening understanding.",Mating combinations,Recognising mating patterns and calculating forcing attacks against the king.,Recognising mating patterns and calculating forcing attacks against the king.,"Missed attacking chances, weak king-safety awareness, and slow conversion of forcing positions.",C:\Chess books\New books\Books,"New books\Books\Yusupov, Artur - Build Up Your Chess 2 - Beyond the Basics.pdf","C:\Chess books\New books\Books\Yusupov, Artur - Build Up Your Chess 2 - Beyond the Basics.pdf"
Build Up Your Chess 2 - Beyond the Basics,Artur Yusupov,1400-1799,1400-1799,Structured Chess Training,"A step-by-step training course mixing tactics, strategy, endgames, calculation, and opening understanding.",General endgame principles,"Improving technical endgame knowledge, conversion, and defensive method.","Improving technical endgame knowledge, conversion, and defensive method.","Late-game technique errors, weak conversion, and imprecise defensive play.",C:\Chess books\New books\Books,"New books\Books\Yusupov, Artur - Build Up Your Chess 2 - Beyond the Basics.pdf","C:\Chess books\New books\Books\Yusupov, Artur - Build Up Your Chess 2 - Beyond the Basics.pdf"
